"","obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","meas.type"
"717",717,1663352678,14711.9000000954,2022-09-16 13:24:38,13:24:38,5,"165","gibson",1663352670.5,0.011250388868614,11.250388868614,42.2153860709966,743.674798669578,600.705019520444,54.4241970156475,67.3773357024324,0.615755920670422,2.75876713872888,0.548371605156675,0.348169971571052,241.737265555555,27.4899822580952,28.1001444444444,3.81705074865855,49.9662344276649,2.01814808950767,4.03902377800614,1.79890265915088,-496.142149105879,144.840521100081,11.5113302579846,-98.0530321922583,62.9252523313009,11.2587594826803,42.2153860709966,851.69184827434,784.161181818181,3.40165861209935,66.9833954294987,11.250388868614,9.06317819380764,22.2623705882353,-2.99004315110351e-05,96.5486737247991,15,3,1,0,47592,1499.95185185185,1261.17455555555,0.840810026000834,0.161163350181611,6,0.5,"0: Broadleaf",2,TRUE,1663352670.5,743.674851851852,829.226555555556,22.2752333333333,9.06660222222222,743.250925925926,22.049337037037,500.035222222222,90.500537037037,0.0999994111111111,29.0739888888889,28.1001444444444,999.9,0,0,10007.3977777778,0,258.275777777778,-85.5515740740741,760.617740740741,836.813481481481,13.2086259259259,829.226555555556,9.06660222222222,2.01592111111111,0.820532481481482,17.569937037037,4.06755814814815,1499.95185185185,0.972997111111111,0.0270027962962963,0,2.52737407407407,0,16281.1703703704,12499.3296296296,47.187,49.687,48.562,48.062,46.854,1459.45185185185,40.5,0,1663352678.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-85.3042875,-5.69253545966241,0.571260749652687,0,13.19975,0.100009756097563,0.0161333660467988,0,0,2,"0/2",2.79932,2.71051,0.138075,0.147678,0.0957502,0.0493032,23624.8,20580.2,24560,23549.1,38015.9,37110.4,44522.5,42078.2,1.68037,1.73848,-0.0988618,0,29.7064,999.9,46.118,36.225,30.7932,55.0957,42.6322,1,0.587614,3.95288,20.1978,5.23271,11.992,4.9551,3.30373,9999,9999,543.2,9999,1.86823,1.864,1.87146,1.8625,1.86188,1.86828,1.85842,1.86472,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.433,0.2253,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722544.6,27722544.6,1.84692,2.40234,1.44897,2.30713,1.44409,2.31201,40.4,13.8431,18,415.36,437.368,25,34.7415,30.0002,34.5858,34.5628,37.0966,78.6343,0,25,877.424,9.02121,94.1375,98.8693,"post_heatwave"
"718",718,1663352683,14716.9000000954,2022-09-16 13:24:43,13:24:43,5,"165","gibson",1663352675.21429,0.0112439300584519,11.2439300584519,42.2186309760396,759.116125135644,615.557074464887,55.7704285510722,68.7771018725562,0.615305474579749,2.75710447044134,0.547978120226705,0.347919517421149,241.74096,27.494585579454,28.0980678571429,3.81658903274273,49.9369362071352,2.01739474747614,4.03988490424826,1.79919428526659,-495.857315577729,145.609801201285,11.5795413013971,-96.9270130750469,63.021077039041,11.2536841373685,42.2186309760396,868.047581905327,800.872060606061,3.32715186292756,66.9833954294987,11.2439300584519,9.06339091586574,22.2551032352941,-1.37924532882108e-05,96.5486737247991,15,3,1,0,47417,1499.975,1261.194,0.840810013500225,0.161163326055434,6,0.5,"0: Broadleaf",2,TRUE,1663352675.21429,759.116178571428,844.987571428571,22.2666678571429,9.06376392857143,758.686821428572,22.0411428571429,500.031,90.5015535714286,0.1000021,29.077675,28.0980678571429,999.9,0,0,9997.4475,0,258.470535714286,-85.8713571428572,776.404,852.716428571429,13.2029035714286,844.987571428571,9.06376392857143,2.01516785714286,0.820284714285714,17.5640178571429,4.06326071428571,1499.975,0.972997642857143,0.0270023,0,2.55164642857143,0,16268.7428571429,12499.525,47.187,49.687,48.5665,48.062,46.84575,1459.475,40.5,0,1663352683.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-85.5558725,-3.95497823639755,0.456816285276423,0,13.2049525,-0.0372213883677717,0.00793312635409268,1,1,2,"1/2",2.79946,2.71014,0.140028,0.14964,0.0957266,0.0493005,23570.8,20532.7,24559.6,23549,38016.7,37110.4,44522.2,42078,1.6806,1.73822,-0.0990108,0,29.7077,999.9,46.118,36.225,30.7948,54.8957,42.4599,1,0.588051,3.95321,20.1976,5.23301,11.992,4.9551,3.30385,9999,9999,543.2,9999,1.86821,1.86401,1.87147,1.8625,1.86188,1.86829,1.85841,1.86477,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.439,0.2251,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722544.7,27722544.7,1.87744,2.38525,1.44775,2.30713,1.44409,2.40845,40.4,13.8518,18,415.506,437.233,24.9999,34.7421,30.0003,34.5885,34.5659,37.6383,78.6343,0,25,890.87,9.02167,94.1367,98.869,"post_heatwave"
"719",719,1663352688,14721.9000000954,2022-09-16 13:24:48,13:24:48,5,"165","gibson",1663352680.5,0.0112467632281842,11.2467632281842,42.5967531496084,776.526353640595,631.362685841027,57.2031135331562,70.3553221705207,0.615456839696873,2.75556431756082,0.548065043620981,0.347978604113649,241.746685666667,27.4939307185835,28.0964777777778,3.81623552169634,49.9206411659635,2.01684217402342,4.04009669530953,1.79939334767292,-495.982258362921,145.899345798652,11.6090128268555,-96.7272140707474,63.2139839606084,11.2488118326494,42.5967531496084,885.853211233731,817.852272727273,3.40386585712025,66.9833954294987,11.2467632281842,9.06334186215892,22.2579305882353,-3.02521752917774e-05,96.5486737247991,14,3,1,0,47591,1500.01074074074,1261.22403333333,0.840810001607396,0.161163303102274,6,0.5,"0: Broadleaf",2,TRUE,1663352680.5,776.526407407407,862.856407407408,22.2603074074074,9.06355777777778,776.090851851852,22.0350407407407,500.050851851852,90.5025259259259,0.100094114814815,29.0785814814815,28.0964777777778,999.9,0,0,9988.23222222222,0,258.656666666667,-86.33,794.205555555556,870.748518518518,13.1967407407407,862.856407407408,9.06355777777778,2.01461296296296,0.820274925925926,17.5596518518519,4.06309148148148,1500.01074074074,0.972998222222222,0.0270017592592592,0,2.53945185185185,0,16254.037037037,12499.8259259259,47.187,49.687,48.5666666666666,48.062,46.8493333333333,1459.51037037037,40.5003703703704,0,1663352688.9,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-86.149405,-4.82793095684788,0.551860315184014,0,13.2001775,-0.0711951219512218,0.0070858834135201,1,1,2,"1/2",2.79945,2.71016,0.141998,0.15153,0.0957345,0.0493044,23516.6,20486.9,24559.5,23548.9,38016.2,37110.1,44522,42077.8,1.6807,1.73827,-0.0987723,0,29.7095,999.9,46.118,36.245,30.8263,54.9057,42.4319,1,0.588018,3.95578,20.1978,5.23241,11.992,4.955,3.3039,9999,9999,543.2,9999,1.86818,1.86401,1.87146,1.86249,1.86188,1.86827,1.8584,1.86475,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.445,0.2252,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722544.8,27722544.8,1.9043,2.3999,1.44775,2.30713,1.44409,2.33032,40.4,13.8431,18,415.569,437.265,25.0003,34.7439,30.0002,34.5893,34.5661,38.2367,78.6343,0,25,911.016,9.01978,94.1362,98.8683,"post_heatwave"
"720",720,1663352693,14726.9000000954,2022-09-16 13:24:53,13:24:53,5,"165","gibson",1663352685.21429,0.0112520751666879,11.2520751666879,42.5687712553447,792.091767729032,646.525171632262,58.5771531305078,71.7659308678382,0.615629963248839,2.75299564536374,0.548146913225699,0.348036469785604,241.748183357143,27.4912748300176,28.0985571428571,3.8166978179066,49.9170940522205,2.01671810495267,4.04013523472117,1.79997971295393,-496.216514850936,145.479204899499,11.5865125533786,-97.402614040916,63.3452603766971,11.2469998117287,42.5687712553447,902.757049623286,834.814757575758,3.39854546664288,66.9833954294987,11.2520751666879,9.06412549566779,22.2647347058824,9.81854101715522e-06,96.5486737247991,15,3,1,0,47692,1500.02,1261.23182142857,0.840810003485668,0.161163306727339,6,0.5,"0: Broadleaf",2,TRUE,1663352685.21429,792.091821428571,878.78875,22.2588321428571,9.06402928571429,791.650535714286,22.033625,500.044821428571,90.5029107142857,0.100140335714286,29.0787464285714,28.0985571428571,999.9,0,0,9973.01035714286,0,258.813357142857,-86.6969214285714,810.124214285715,886.827,13.1947928571429,878.78875,9.06402928571429,2.0144875,0.820321071428571,17.5586607142857,4.06389178571429,1500.02,0.972998285714286,0.0270017,0,2.53594285714286,0,16239.95,12499.9107142857,47.187,49.687,48.5665,48.062,46.8435,1459.51928571429,40.5007142857143,0,1663352693.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-86.46182,-5.27040900562847,0.583181798069864,0,13.197135,-0.0414393996247981,0.00511783889937927,1,1,2,"1/2",2.79925,2.70995,0.143948,0.153385,0.0957587,0.0493098,23462.9,20442,24559.2,23548.8,38015,37109.9,44521.7,42077.8,1.68045,1.7386,-0.0984594,0,29.7095,999.9,46.118,36.245,30.8287,54.9757,42.512,1,0.588232,3.95764,20.1975,5.23241,11.992,4.9549,3.30382,9999,9999,543.2,9999,1.8682,1.86401,1.87146,1.86249,1.86188,1.86827,1.8584,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.45,0.2255,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722544.9,27722544.9,1.93481,2.38403,1.44775,2.30713,1.44409,2.40356,40.4255,13.8431,18,415.442,437.489,25.0004,34.7452,30.0003,34.5921,34.569,38.7778,78.6343,0,25,924.445,9.00558,94.1355,98.8684,"post_heatwave"
"721",721,1663352698,14731.9000000954,2022-09-16 13:24:58,13:24:58,5,"165","gibson",1663352690.5,0.0112513340059417,11.2513340059417,42.5703726358714,809.596834941237,663.46678876923,60.1121954120509,73.352041082938,0.615535383270202,2.75632769751736,0.548143877955076,0.348027933948594,241.749071555556,27.4880455828274,28.0988481481482,3.81676251974651,49.9364248703,2.01689136760321,4.0389182302131,1.7998711521433,-496.183829662027,144.837929514651,11.5212118929937,-98.0756166988268,63.5388896554438,11.2479737737217,42.5703726358714,919.684434646916,851.818109090909,3.38209852795827,66.9833954294987,11.2513340059417,9.06512620970914,22.2649579411765,2.68233552709834e-05,96.5486737247991,14,3,1,0,47381,1500.02555555556,1261.23648888889,0.840810001014798,0.161163301958559,6,0.5,"0: Broadleaf",2,TRUE,1663352690.5,809.596888888889,896.764740740741,22.2607148148148,9.06458148148148,809.149037037037,22.0354185185185,500.036740740741,90.5031333333333,0.100038414814815,29.073537037037,28.0988481481482,999.9,0,0,9992.67888888889,0,259.00262962963,-87.1678259259259,828.029481481482,904.967851851852,13.1961222222222,896.764740740741,9.06458148148148,2.0146637037037,0.820373074074074,17.5600407407407,4.06479444444444,1500.02555555556,0.972998444444444,0.0270015518518518,0,2.53786666666667,0,16223.9037037037,12499.9555555556,47.194,49.687,48.562,48.062,46.854,1459.52481481481,40.5007407407407,0,1663352698.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-86.85689,-5.08475347091922,0.56280245326402,0,13.1959525,0.0184018761725876,0.00328245239874083,1,1,2,"1/2",2.7994,2.71032,0.145874,0.155236,0.0957592,0.0493094,23410,20397.5,24559.3,23549.1,38015.1,37110.4,44521.8,42078.2,1.68078,1.73825,-0.098832,0,29.7116,999.9,46.093,36.255,30.8246,55.5857,42.7123,1,0.588481,3.95908,20.1972,5.23256,11.992,4.9551,3.30382,9999,9999,543.2,9999,1.8682,1.86401,1.87143,1.86249,1.86187,1.86829,1.85838,1.86477,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.457,0.2255,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722545,27722545,1.96045,2.40112,1.44775,2.30713,1.44409,2.34741,40.4,13.8343,18,415.636,437.281,25.0002,34.7471,30.0003,34.5932,34.5708,39.2965,78.6343,0,25,937.879,8.99873,94.1356,98.8695,"post_heatwave"
"722",722,1663352703,14736.9000000954,2022-09-16 13:25:03,13:25:03,5,"165","gibson",1663352695.21429,0.0112510136919269,11.2510136919269,42.5435889485355,825.253196299851,678.664217389505,61.4893160016136,74.7707824700291,0.61535190853199,2.75666752970361,0.548005559357321,0.347938071703212,241.744079357143,27.4864085474752,28.1018785714286,3.81743635804828,49.9486415037301,2.01716629750634,4.0384808010358,1.80027006054194,-496.169703813977,144.127089466997,11.4633201152433,-98.8352148745934,63.5074771840879,11.250526369458,42.5435889485355,936.756599660845,868.795412121212,3.40940153168004,66.9833954294987,11.2510136919269,9.06520625047795,22.2638967647059,9.45837675638599e-06,96.5486737247991,15,3,1,0,47560,1499.99428571429,1261.21022142857,0.840810017371495,0.161163333526985,6,0.5,"0: Broadleaf",2,TRUE,1663352695.21429,825.25325,912.591285714286,22.2636821428571,9.06549464285714,824.799392857143,22.0382642857143,500.070857142857,90.5033892857143,0.100055578571429,29.0716642857143,28.1018785714286,999.9,0,0,9994.66035714286,0,259.299464285714,-87.337975,844.044785714285,920.939892857143,13.1981857142857,912.591285714286,9.06549464285714,2.01493857142857,0.820457857142857,17.5622107142857,4.06626642857143,1499.99428571429,0.972997857142857,0.0270021,0,2.481275,0,16209.1571428571,12499.6892857143,47.2005,49.687,48.5665,48.062,46.85475,1459.49357142857,40.5007142857143,0,1663352703.3,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-87.2109225,-2.59496622889269,0.264322967681112,0,13.19658,0.0327444652908182,0.00353342609941106,1,1,2,"1/2",2.79921,2.71014,0.147774,0.157006,0.0957517,0.049317,23357.2,20354.5,24558.6,23549,38014.6,37109.9,44520.7,42078,1.68045,1.73862,-0.0992641,0,29.7121,999.9,46.093,36.255,30.8265,55.1457,42.4679,1,0.588638,3.96086,20.1972,5.23167,11.992,4.95505,3.30387,9999,9999,543.2,9999,1.86825,1.864,1.87145,1.86249,1.86188,1.86827,1.85838,1.86476,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.463,0.2254,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722545.1,27722545.1,1.98853,2.37793,1.44775,2.30713,1.44409,2.41089,40.4255,13.8431,18,415.461,437.526,25.0003,34.7484,30.0002,34.5952,34.5722,39.8765,78.6343,0,25,957.947,8.9941,94.1332,98.8688,"post_heatwave"
"723",723,1663352708,14741.9000000954,2022-09-16 13:25:08,13:25:08,5,"165","gibson",1663352700.5,0.0112548491762858,11.2548491762858,42.6248444042588,842.73072376103,695.483767395597,63.0130408922972,76.3540833690566,0.615960269456567,2.75800461825493,0.548517372153409,0.348265469924985,241.745976333333,27.4857435800499,28.0980259259259,3.81657971010649,49.9547787186951,2.01737510151359,4.03840263786138,1.7992046085929,-496.338848674203,144.720084830428,11.5046650064105,-98.3681225040314,63.3537332951324,11.2509528658412,42.6248444042588,953.022491316311,885.400127272727,3.3178110697041,66.9833954294987,11.2548491762858,9.06755240594874,22.2716705882353,-8.72916379548721e-06,96.5486737247991,15,3,1,0,47334,1500.0062962963,1261.2203,0.84081000400739,0.161163307734264,6,0.5,"0: Broadleaf",2,TRUE,1663352700.5,842.730777777778,930.126703703704,22.2660518518518,9.06648962962963,842.27,22.040537037037,500.036518518519,90.5032185185185,0.0999613777777778,29.0713296296296,28.0980259259259,999.9,0,0,10002.5888888889,0,259.651333333333,-87.3960666666667,861.922296296296,938.636814814815,13.1995592592593,930.126703703704,9.06648962962963,2.01515,0.820546407407407,17.5638777777778,4.06780259259259,1500.0062962963,0.972998,0.0270019666666667,0,2.50315555555555,0,16199.7666666667,12499.7888888889,47.201,49.687,48.5666666666666,48.062,46.8656666666667,1459.50592592593,40.5003703703704,0,1663352708.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-87.337895,-0.866073545965914,0.156573238374251,0,13.1986,0.0127767354596234,0.0023844286527384,1,1,2,"1/2",2.79913,2.70996,0.149618,0.158745,0.095776,0.0493246,23306.6,20312.3,24558.6,23548.8,38013.9,37109.1,44521.1,42077.4,1.6803,1.7385,-0.0991076,0,29.7087,999.9,46.093,36.255,30.8247,55.2457,42.7083,1,0.588847,3.95762,20.1973,5.23062,11.992,4.9545,3.30378,9999,9999,543.2,9999,1.86824,1.86401,1.87147,1.86249,1.86188,1.86829,1.85842,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.471,0.2257,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722545.1,27722545.1,2.01416,2.40234,1.44775,2.30713,1.44409,2.33398,40.4255,13.8343,18,415.385,437.454,24.9995,34.7503,30.0003,34.5971,34.5731,40.3761,78.9166,0,25,971.357,8.98373,94.1338,98.8677,"post_heatwave"
"724",724,1663352713,14746.9000000954,2022-09-16 13:25:13,13:25:13,5,"165","gibson",1663352705.21429,0.0112465911414839,11.2465911414839,42.3417465793599,858.192160883715,711.215401158655,64.4380549131949,77.7545501672314,0.615752718297585,2.75554299014609,0.548299439070913,0.348129794583827,241.746893035714,27.4864491539459,28.0955142857143,3.81602132925135,49.9567933174883,2.01742633256454,4.03834233262986,1.79859499668681,-495.97466933944,144.925680221404,11.5311424354836,-97.7709536468381,63.1275368113656,11.2525166132266,42.3417465793599,969.32876468089,902.023793939394,3.32303380549763,66.9833954294987,11.2465911414839,9.0688763530293,22.2632835294118,2.02404615350846e-05,96.5486737247991,15,3,1,0,47630,1500.01178571429,1261.22493214286,0.840810015064167,0.161163329073843,6,0.5,"0: Broadleaf",2,TRUE,1663352705.21429,858.192214285714,945.5275,22.2667285714286,9.06527535714286,857.725285714286,22.0411857142857,500.034035714286,90.5027821428571,0.099944975,29.0710714285714,28.0955142857143,999.9,0,0,9988.07785714286,0,259.528178571429,-87.3354285714286,877.736428571429,954.177321428571,13.2014464285714,945.5275,9.06527535714286,2.01520107142857,0.820432642857143,17.5642785714286,4.06582535714286,1500.01178571429,0.972997428571428,0.0270025,0,2.51494642857143,0,16187.7642857143,12499.8392857143,47.196,49.687,48.57775,48.062,46.8705,1459.51071428571,40.5010714285714,0,1663352713.5,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-87.32678,0.869959474671885,0.178450985147184,0,13.201,0.0227279549718409,0.0043863424398923,1,1,2,"1/2",2.79911,2.71015,0.151449,0.160432,0.0957491,0.0491991,23256.6,20271.2,24558.9,23548.5,38015,37113.8,44521,42077.1,1.68032,1.73843,-0.0992864,0,29.7016,999.9,46.093,36.255,30.829,54.5357,42.5921,1,0.58891,3.94757,20.1974,5.22987,11.992,4.95485,3.30382,9999,9999,543.2,9999,1.86825,1.86401,1.87148,1.86249,1.86188,1.86829,1.85843,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.477,0.2254,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722545.2,27722545.2,2.04346,2.37793,1.44775,2.30713,1.44409,2.41577,40.4255,13.8431,18,415.407,437.422,24.9985,34.7516,30.0003,34.5983,34.5753,40.9699,78.9166,0,25,991.613,8.98878,94.1341,98.8668,"post_heatwave"
"725",725,1663352718,14751.9000000954,2022-09-16 13:25:18,13:25:18,5,"165","gibson",1663352710.5,0.0112648237118588,11.2648237118588,42.6212111546817,875.339649708096,727.343991789635,65.8994777768894,79.3083141461523,0.617403381366201,2.75637741806816,0.549627338857656,0.348984464982164,241.747357333333,27.4824521755073,28.0885185185185,3.81446642547314,49.9517109539,2.01728707757361,4.03847443671219,1.79717934789953,-496.778725692973,146.093200501201,11.6201471678486,-97.3180206905904,62.9018977484693,11.2619222443848,42.6212111546817,985.47501181238,918.222945454545,3.24109868642501,66.9833954294987,11.2648237118588,9.04167941219573,22.258785,-2.56341348602689e-05,96.5486737247991,14,3,1,0,47394,1500.01481481481,1261.22746666667,0.840810006814748,0.161163313152463,6,0.5,"0: Broadleaf",2,TRUE,1663352710.5,875.339703703704,962.651777777778,22.2651481481481,9.05171111111111,874.865925925926,22.0396814814815,499.998925925926,90.5030222222222,0.0998816592592592,29.071637037037,28.0885185185185,999.9,0,0,9992.98518518518,0,259.022444444444,-87.3121703703704,895.273,971.444888888889,13.213437037037,962.651777777778,9.05171111111111,2.01506296296296,0.819207370370371,17.5631888888889,4.04452148148148,1500.01481481481,0.972997555555555,0.0270023814814815,0,2.58938148148148,0,16178.1333333333,12499.8703703704,47.187,49.687,48.576,48.0574074074074,46.875,1459.51407407407,40.5007407407407,0,1663352718.3,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-87.32487,1.2051917448407,0.242201172788243,0,13.20763,0.111966979362099,0.0135665065510617,0,0,2,"0/2",2.79927,2.71023,0.153229,0.162263,0.0957334,0.0491272,23207.5,20226.9,24558.6,23548.5,38015.4,37116.6,44520.7,42077.1,1.68062,1.7383,-0.0991672,0,29.6959,999.9,46.093,36.255,30.8267,55.2057,42.7404,1,0.589225,3.94541,20.1973,5.23062,11.992,4.95505,3.30382,9999,9999,543.2,9999,1.8682,1.86401,1.87145,1.86249,1.86188,1.86828,1.85844,1.86476,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.484,0.2252,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722545.3,27722545.3,2.07031,2.3999,1.44775,2.30713,1.44409,2.34375,40.4255,13.8343,18,415.587,437.355,24.9991,34.7516,30.0003,34.5994,34.577,41.4882,78.9166,0,25,1005.14,8.9849,94.1332,98.8668,"post_heatwave"
"726",726,1663352723,14756.9000000954,2022-09-16 13:25:23,13:25:23,5,"165","gibson",1663352715.21429,0.0112734447539506,11.2734447539506,42.5699510363692,890.610017454727,742.396978574331,67.2636667154923,80.692267232275,0.618101374223559,2.75513956280593,0.550154061306259,0.349326607859545,241.747214357143,27.4769015312046,28.0852928571429,3.8137496648558,49.9492941492277,2.01689601386295,4.03788691755543,1.79685365099286,-497.158913649221,146.133059606957,11.6282077510853,-97.6504319340355,62.9709321981099,11.2709324784136,42.5699510363692,1003.0239047063,935.152424242424,3.38329356043586,66.9833954294987,11.2734447539506,9.02268664813548,22.2491729411765,-1.65601923481944e-05,96.5486737247991,14,3,1,0,47391,1500.01392857143,1261.22672142857,0.840810006764223,0.16116331305495,6,0.5,"0: Broadleaf",2,TRUE,1663352715.21429,890.610071428571,978.215678571428,22.2607178571429,9.03745035714286,890.130071428571,22.03545,500.029214285714,90.5034142857143,0.0999538,29.0691214285714,28.0852928571429,999.9,0,0,9985.62321428572,0,258.731071428571,-87.6055142857143,910.887,987.1365,13.2232785714286,978.215678571428,9.03745035714286,2.01467107142857,0.817920142857143,17.5601107142857,4.02214,1500.01392857143,0.972997642857143,0.0270023,0,2.57124642857143,0,16169.7214285714,12499.8535714286,47.187,49.687,48.58,48.0575714285714,46.875,1459.51321428571,40.5007142857143,0,1663352723.7,0,0,"--:--:--",0,0,0,0,0,0,0,0,0,0,0,-87.505615,-3.2889410881799,0.490902159574594,0,13.215985,0.153748592870551,0.0162572376189807,0,0,2,"0/2",2.79917,2.71011,0.15505,0.163955,0.0957033,0.0491191,23157.5,20186.2,24558.6,23548.7,38016.5,37117.4,44520.4,42077.5,1.6805,1.73848,-0.0984892,0,29.6934,999.9,46.093,36.255,30.828,55.2757,42.5841,1,0.589156,3.94513,20.1973,5.23002,11.992,4.9547,3.3039,9999,9999,543.2,9999,1.86825,1.86401,1.87148,1.86249,1.86188,1.86829,1.85846,1.86476,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.491,0.2247,0.294398377520719,2.15462070873936e-05,1.83056311392263e-07,3.02916485021451e-11,-0.148277638283228,-0.0192885419155673,0.00203488037744555,-1.77085896210737e-05,0,2050,2,28,27722545.4,27722545.4,2.09961,2.37305,1.44775,2.30713,1.44409,2.40967,40.4255,13.8431,18,415.528,437.475,24.9996,34.7542,30.0001,34.6015,34.5785,42.0838,78.9166,0,25,1025.27,8.98947,94.1328,98.8678,"post_heatwave"
